Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,monthly_k,monthly_d,monthly_j,monthly_k_slope,monthly_d_slope,monthly_j_slope,golden_cross,death_cross,cross_status,bars_since_golden_cross,buy_signal,sell_signal,buy_signal_t1,sell_signal_t1,position,cash,original_cash,short_proceeds,equity,,,,,,long_positions,short_positions,margin_cash,returns,trade_count,win_count,loss_count,win_rate,position_type,dividends_received,cumulative_dividends,daily_margin_cost,daily_short_borrow_cost,daily_mmf_interest,cumulative_borrowing_costs,cumulative_mmf_interest,daily_return,peak_equity,drawdown,,cagr,sharpe_ratio,sortino_ratio,max_drawdown,benchmark_equity,benchmark_returns,benchmark_drawdown,benchmark_cagr,benchmark_max_drawdown,benchmark_sharpe_ratio
2015-09-15,0.551678739,0.560427833,0.549977535,0.557511449,327976000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-09-16,0.556539454,0.564559453,0.552407948,0.561400056,173508000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-09-17,0.571121235,0.576224907,0.565288524,0.566503704,268712000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-09-18,0.558726607,0.570878109,0.555324198,0.566017509,326412000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-09-21,0.566746745,0.573065539,0.56383036,0.571850359,281840000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-09-22,0.559455565,0.563344057,0.553379787,0.55629617,228356000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-09-23,0.556782329,0.562372026,0.554595099,0.558969617,161632000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-09-24,0.555567385,0.575495878,0.546818289,0.569663167,382440000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-09-25,0.57671093,0.584973999,0.568204905,0.573794603,369692000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-09-28,0.573794609,0.577440032,0.562615213,0.566260636,395584000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-09-29,0.572336371,0.577196972,0.564316373,0.576224864,380736000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-09-30,0.581571352,0.599798632,0.578168943,0.599069536,556380000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-10-01,0.599069793,0.600770998,0.570392204,0.58740437,489296000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-10-02,0.584244896,0.602715194,0.578169115,0.602715194,386144000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-10-05,0.606603616,0.625316924,0.603444219,0.61778301,482024000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-10-06,0.611221132,0.628476247,0.608790832,0.625802934,453216000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-10-07,0.627261314,0.638683723,0.617054026,0.632364929,310152000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-10-08,0.629691496,0.637711494,0.618998127,0.636010289,460068000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-10-09,0.632607862,0.638683643,0.621671538,0.633580029,423248000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
2015-10-12,0.634309013,0.644030273,0.629691483,0.640384793,227588000,0,0,,,,,,,0,0,0,0,0,0,0,0,0,10000,10000,0,10000,,,,,,0,0,0,0,0,0,0,0.833333333,,0,0,0,0,0,0,0,0,10000,0,,0.062156622,0.359985195,0.156378563,-0.492948013,10000,0,0,0.526654282,-0.663081651,1.12687273
