Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,monthly_k,monthly_d,monthly_j,monthly_k_slope,monthly_d_slope,monthly_j_slope,golden_cross,death_cross,cross_status,bars_since_golden_cross,buy_signal,sell_signal,buy_signal_t1,sell_signal_t1,position,cash,original_cash,short_proceeds,equity,,,,,,long_positions,short_positions,margin_cash,returns,trade_count,win_count,loss_count,win_rate,position_type,dividends_received,cumulative_dividends,daily_margin_cost,daily_short_borrow_cost,daily_mmf_interest,cumulative_borrowing_costs,cumulative_mmf_interest,daily_return,peak_equity,drawdown,,cagr,sharpe_ratio,sortino_ratio,max_drawdown,benchmark_equity,benchmark_returns,benchmark_drawdown,benchmark_cagr,benchmark_max_drawdown,benchmark_sharpe_ratio
2018-11-23,3.549788083,3.705343481,3.536907675,3.591649294,411968000,0,0,21.30051109,35.17163904,-6.441744803,-0.997789578,-0.990794853,-1.011779026,0,0,0,7,0,0,0,0,0,13385.1242,13385.1242,0,13385.1242,,,,,,0,0,0,0.33851242,1,1,0,0.833333333,long,0,13.52317295,0,0,1.035673517,0,256.7870607,7.74E-05,13385.1242,0,,0.062156622,0.359985195,0.156378563,-0.492948013,14025.26153,0.402526153,-0.498894035,0.526654282,-0.663081651,1.12687273
2018-11-26,3.712773697,3.801450208,3.630289589,3.791046858,814832000,0,0,20.70581303,34.20725064,-6.297062184,-0.594698061,-0.964388401,0.144682619,0,0,0,7,0,0,0,0,0,13386.15996,13386.15996,0,13386.15996,,,,,,0,0,0,0.338615996,1,1,0,0.833333333,long,0,13.52317295,0,0,1.035753659,0,257.8228143,7.74E-05,13386.15996,0,,0.062156622,0.359985195,0.156378563,-0.492948013,14803.90185,0.480390185,-0.47107414,0.526654282,-0.663081651,1.12687273
2018-11-27,3.765038959,3.889136726,3.729122591,3.80789113,738060000,0,0,20.17919372,33.27204684,-6.006512525,-0.52661931,-0.935203794,0.290549659,0,0,0,7,0,0,0,0,0,13387.19579,13387.19579,0,13387.19579,,,,,,0,0,0,0.338719579,1,1,0,0.833333333,long,0,13.52317295,0,0,1.035833806,0,258.8586482,7.74E-05,13387.19579,0,,0.062156622,0.359985195,0.156378563,-0.492948013,14869.67813,0.486967813,-0.468724031,0.526654282,-0.663081651,1.12687273
2018-11-28,3.925548294,3.970134356,3.793028872,3.96493268,804524000,0,0,19.95275993,32.38409438,-4.909908961,-0.226433786,-0.887952461,1.096603564,0,0,0,7,0,0,0,0,0,13388.2317,13388.2317,0,13388.2317,,,,,,0,0,0,0.33882317,1,1,0,0.833333333,long,0,13.52317295,0,0,1.03591396,0,259.8945621,7.74E-05,13388.2317,0,,0.062156622,0.359985195,0.156378563,-0.492948013,15482.91975,0.548291975,-0.446813635,0.526654282,-0.663081651,1.12687273
2018-11-29,3.967164174,4.004356244,3.871456418,3.90170598,549172000,0.004,0,19.63469851,31.53413466,-4.164173774,-0.318061421,-0.849959725,0.745735187,0,0,0,7,0,0,0,0,0,13389.2677,13389.2677,0,13389.2677,,,,,,0,0,0,0.33892677,1,1,0,0.833333333,long,0,13.52317295,0,0,1.03599412,0,260.9305562,7.74E-05,13389.2677,0,,0.062156622,0.359985195,0.156378563,-0.492948013,15251.64161,0.525164161,-0.455076929,0.526654282,-0.663081651,1.12687273
2018-11-30,3.911374886,4.062870947,3.861041486,4.052209377,729564000,0,0,19.59188271,30.73798453,-2.700320918,-0.042815801,-0.79615013,1.463852856,0,0,0,7,0,0,0,0,0,13390.30377,13390.30377,0,13390.30377,,,,,,0,0,0,0.339030377,1,1,0,0.833333333,long,0,13.52317295,0,0,1.036074286,0,261.9666305,7.74E-05,13390.30377,0,,0.062156622,0.359985195,0.156378563,-0.492948013,15839.95449,0.583995449,-0.434057207,0.526654282,-0.663081651,1.12687273
2018-12-03,4.279577824,4.331150996,4.149157077,4.216103077,890804000,0,0,19.82856492,30.01068989,-0.535685004,0.236682211,-0.72729464,2.164635914,0,0,0,7,0,0,0,0,0,13391.37712,13391.37712,0,13391.37712,,,,,,0,0,0,0.339137712,1,1,0,0.833333333,long,0,13.52317295,0,0,1.073349747,0,263.0399803,8.02E-05,13391.37712,0,,0.062156622,0.359985195,0.156378563,-0.492948013,16480.60962,0.648060962,-0.411167359,0.526654282,-0.663081651,1.12687273
2018-12-04,4.171473188,4.176432257,3.880382556,3.895507574,812112000,0,0,19.5083206,29.31053194,-0.096102074,-0.320244325,-0.700157953,0.43958293,0,0,0,7,0,0,0,0,0,13392.45056,13392.45056,0,13392.45056,,,,,,0,0,0,0.339245056,1,1,0,0.833333333,long,0,13.52317295,0,0,1.073435785,0,264.113416,8.02E-05,13392.45056,0,,0.062156622,0.359985195,0.156378563,-0.492948013,15227.41224,0.522741224,-0.455942616,0.526654282,-0.663081651,1.12687273
2018-12-06,3.754921251,3.92972442,3.739300609,3.924765587,692308000,0,0,19.27992487,28.6418248,0.556125018,-0.228395728,-0.668707138,0.652227092,0,0,0,7,0,0,0,0,0,13393.52408,13393.52408,0,13393.52408,,,,,,0,0,0,0.339352408,1,1,0,0.833333333,long,0,13.52317295,0,0,1.07352183,0,265.1869379,8.02E-05,13393.52408,0,,0.062156622,0.359985195,0.156378563,-0.492948013,15341.78086,0.534178086,-0.45185636,0.526654282,-0.663081651,1.12687273
2018-12-07,3.928980782,3.939146733,3.610615944,3.659957409,681676000,0,0,18.62437296,27.97399468,-0.074870476,-0.655551913,-0.667830123,-0.630995494,0,0,0,7,0,0,0,0,0,13394.59769,13394.59769,0,13394.59769,,,,,,0,0,0,0.339459769,1,1,0,0.833333333,long,0,13.52317295,0,0,1.073607883,0,266.2605458,8.02E-05,13394.59769,0,,0.062156622,0.359985195,0.156378563,-0.492948013,14306.65432,0.430665432,-0.488840205,0.526654282,-0.663081651,1.12687273
2018-12-10,3.61507805,3.790129236,3.611358748,3.765334368,629472000,0,0,18.22808993,27.32426769,0.035734411,-0.396283026,-0.649726983,0.110604887,0,0,0,7,0,0,0,0,0,13395.67138,13395.67138,0,13395.67138,,,,,,0,0,0,0.339567138,1,1,0,0.833333333,long,0,13.52317295,0,0,1.073693942,0,267.3342397,8.02E-05,13395.67138,0,,0.062156622,0.359985195,0.156378563,-0.492948013,14718.56942,0.471856942,-0.474122966,0.526654282,-0.663081651,1.12687273
2018-12-11,3.85707549,3.865257764,3.595242702,3.674338102,671912000,0,0,17.73967749,26.68529501,-0.151557565,-0.488412446,-0.63897268,-0.187291977,0,0,0,7,0,0,0,0,0,13396.74516,13396.74516,0,13396.74516,,,,,,0,0,0,0.339674516,1,1,0,0.833333333,long,0,13.52317295,0,0,1.073780008,0,268.4080197,8.02E-05,13396.74516,0,,0.062156622,0.359985195,0.156378563,-0.492948013,14362.86798,0.436286798,-0.486831757,0.526654282,-0.663081651,1.12687273
2018-12-12,3.680041352,3.788146564,3.590780227,3.69194293,654136000,0,0,17.33168487,26.061721,-0.128387401,-0.407992618,-0.62357401,0.023170165,0,0,0,7,0,0,0,0,0,13397.81903,13397.81903,0,13397.81903,,,,,,0,0,0,0.339781903,1,1,0,0.833333333,long,0,13.52317295,0,0,1.07386608,0,269.4818858,8.02E-05,13397.81903,0,,0.062156622,0.359985195,0.156378563,-0.492948013,14431.68468,0.443168468,-0.484373018,0.526654282,-0.663081651,1.12687273
2018-12-13,3.73880495,3.803023386,3.655742429,3.691694736,471384000,0,0,16.98409648,25.45654603,0.039197367,-0.347588389,-0.605174968,0.167584768,0,0,0,7,0,0,0,0,0,13398.89298,13398.89298,0,13398.89298,,,,,,0,0,0,0.339889298,1,1,0,0.833333333,long,0,13.52317295,0,0,1.07395216,0,270.555838,8.02E-05,13398.89298,0,,0.062156622,0.359985195,0.156378563,-0.492948013,14430.7145,0.44307145,-0.484407681,0.526654282,-0.663081651,1.12687273
2018-12-14,3.650039634,3.733846067,3.607640676,3.631195784,471820000,0,0,16.61168409,24.86688857,0.101275121,-0.372412391,-0.589657463,0.062077754,0,0,0,7,0,0,0,0,0,13399.96702,13399.96702,0,13399.96702,,,,,,0,0,0,0.339996702,1,1,0,0.833333333,long,0,13.52317295,0,0,1.074038247,0,271.6298762,8.02E-05,13399.96702,0,,0.062156622,0.359985195,0.156378563,-0.492948013,14194.22606,0.419422606,-0.492857133,0.526654282,-0.663081651,1.12687273
2018-12-17,3.60119394,3.673346605,3.502014676,3.560034513,662868000,0,0,16.09979849,24.2824159,-0.265436339,-0.511885602,-0.584472672,-0.36671146,0,0,0,7,0,0,0,0,0,13401.04114,13401.04114,0,13401.04114,,,,,,0,0,0,0.340104114,1,1,0,0.833333333,long,0,13.52317295,0,0,1.07412434,0,272.7040005,8.02E-05,13401.04114,0,,0.062156622,0.359985195,0.156378563,-0.492948013,13916.05897,0.391605897,-0.502795713,0.526654282,-0.663081651,1.12687273
2018-12-18,3.603920846,3.727398873,3.576646676,3.643344641,564372000,0,0,15.81438918,23.71788078,0.007405985,-0.285409302,-0.564535114,0.272842324,0,0,0,7,0,0,0,0,0,13402.11535,13402.11535,0,13402.11535,,,,,,0,0,0,0.340211535,1,1,0,0.833333333,long,0,13.52317295,0,0,1.074210441,0,273.778211,8.02E-05,13402.11535,0,,0.062156622,0.359985195,0.156378563,-0.492948013,14241.71555,0.424171555,-0.49116039,0.526654282,-0.663081651,1.12687273
2018-12-19,3.609623521,3.663180377,3.382751322,3.434324503,745364000,0,0,15.06541101,23.14104947,-1.085865903,-0.748978175,-0.576831318,-1.093271888,0,0,0,7,0,0,0,0,0,13403.18965,13403.18965,0,13403.18965,,,,,,0,0,0,0.340318965,1,1,0,0.833333333,long,0,13.52317295,0,0,1.074296548,0,274.8525075,8.02E-05,13403.18965,0,,0.062156622,0.359985195,0.156378563,-0.492948013,13424.66264,0.342466264,-0.520352722,0.526654282,-0.663081651,1.12687273
2018-12-20,3.425894608,3.515899632,3.29001914,3.349774599,749588000,0,0,14.19844241,22.54487566,-2.494424104,-0.866968603,-0.596173804,-1.408558201,0,0,0,7,0,0,0,0,0,13404.26403,13404.26403,0,13404.26403,,,,,,0,0,0,0.340426403,1,1,0,0.833333333,long,0,13.52317295,0,0,1.074382662,0,275.9268902,8.02E-05,13404.26403,0,,0.062156622,0.359985195,0.156378563,-0.492948013,13094.15982,0.309415982,-0.532161195,0.526654282,-0.663081651,1.12687273
2018-12-21,3.376305108,3.409282258,3.185137376,3.212659597,863740000,0,0,13.31422026,21.92949864,-3.916336494,-0.884222148,-0.615377027,-1.42191239,0,0,0,7,0,0,0,0,0,13405.3385,13405.3385,0,13405.3385,,,,,,0,0,0,0.34053385,1,1,0,0.833333333,long,0,13.52317295,0,0,1.074468783,0,277.001359,8.02E-05,13405.3385,0,,0.062156622,0.359985195,0.156378563,-0.492948013,12558.18174,0.255818174,-0.551311057,0.526654282,-0.663081651,1.12687273
2018-12-24,3.136291943,3.222825725,3.086950239,3.150920868,463840000,0,0,12.57260669,21.30570584,-4.893591617,-0.741613572,-0.623792797,-0.977255123,0,0,0,7,0,0,0,0,0,13406.41306,13406.41306,0,13406.41306,,,,,,0,0,0,0.340641306,1,1,0,0.833333333,long,0,13.52317295,0,0,1.074554912,0,278.0759139,8.02E-05,13406.41306,0,,0.062156622,0.359985195,0.156378563,-0.492948013,12316.84706,0.231684706,-0.559933659,0.526654282,-0.663081651,1.12687273
2018-12-26,3.197039063,3.301177161,3.085958456,3.300185442,695100000,0,0,12.25511218,20.70233293,-4.639329317,-0.317494507,-0.603372911,0.2542623,0,0,0,7,0,0,0,0,0,13407.4877,13407.4877,0,13407.4877,,,,,,0,0,0,0.34074877,1,1,0,0.833333333,long,0,13.52317295,0,0,1.074641047,0,279.1505549,8.02E-05,13407.4877,0,,0.062156622,0.359985195,0.156378563,-0.492948013,12900.31742,0.290031742,-0.539086955,0.526654282,-0.663081651,1.12687273
